@relation 'Hplane NR 0.1'

@attribute value0 numeric
@attribute value1 numeric
@attribute value2 numeric
@attribute value3 numeric
@attribute value4 numeric
@attribute value5 numeric
@attribute value6 numeric
@attribute value7 numeric
@attribute value8 numeric
@attribute value9 numeric
@attribute label {0,1}

@data
0.763835,0.003381,0.736423,0.95622,0.823649,0.188683,0.326099,0.751548,0.28042,0.230114,1
0.416374,0.466179,0.383569,0.78162,0.863467,0.124227,0.488344,0.181341,0.538307,0.840195,0
0.214512,0.323346,0.148131,0.680841,0.936446,0.561775,0.292339,0.813387,0.335386,0.721892,0
0.841072,0.666849,0.723202,0.589727,0.004305,0.990805,0.307106,0.328094,0.858865,0.35027,1
0.163492,0.65792,0.381326,0.45493,0.82893,0.059487,0.837227,0.436472,0.513691,0.304331,1
0.300613,0.370836,0.410453,0.313892,0.40697,0.788979,0.359641,0.772514,0.270282,0.906305,0
0.783414,0.107567,0.979918,0.675658,0.490903,0.766618,0.633273,0.487037,0.937378,0.689305,1
0.100188,0.800618,0.52037,0.424286,0.80798,0.431345,0.174932,0.480243,0.56182,0.521926,1
0.304026,0.43026,0.380329,0.291413,0.932315,0.683906,0.271753,0.525801,0.768828,0.583006,0
0.198675,0.481674,0.69278,0.079514,0.197434,0.188916,0.535323,0.345264,0.330166,0.007268,0
0.712195,0.008437,0.06662,0.153042,0.745926,0.283831,0.538473,0.808179,0.874533,0.909744,0
0.455198,0.936099,0.515168,0.626801,0.687527,0.133842,0.508484,0.420391,0.275135,0.949673,1
0.699778,0.113138,0.144174,0.017396,0.878914,0.962094,0.241052,0.352795,0.285004,0.54781,0
0.547484,0.988703,0.628576,0.066047,0.043212,0.013652,0.775512,0.706762,0.812033,0.362749,1
0.314444,0.958501,0.226524,0.042082,0.45855,0.422938,0.067327,0.042388,0.979713,0.092795,0
0.85943,0.051016,0.653521,0.971114,0.731034,0.141152,0.891127,0.917117,0.062272,0.105702,0
0.505208,0.390924,0.201584,0.179786,0.453404,0.516681,0.447175,0.468092,0.454789,0.424681,0
0.598736,0.683356,0.309048,0.211913,0.87473,0.729357,0.81472,0.681953,0.733128,0.987159,1
0.14629,0.64283,0.12038,0.547251,0.373603,0.171034,0.918474,0.188186,0.702288,0.350661,1
0.898227,0.749854,0.846506,0.741449,0.846656,0.146151,0.328392,0.991477,0.39979,0.288551,1
0.728148,0.181526,0.418666,0.694266,0.042023,0.228039,0.498984,0.107986,0.013329,0.979178,0
0.882118,0.118274,0.091013,0.86047,0.1259,0.782076,0.537464,0.143635,0.056712,0.368314,0
0.418777,0.960312,0.474628,0.966485,0.945183,0.729205,0.672893,0.019268,0.999725,0.392648,0
