@relation 'Hplane NR 0.1'

@attribute value0 numeric
@attribute value1 numeric
@attribute value2 numeric
@attribute value3 numeric
@attribute value4 numeric
@attribute value5 numeric
@attribute value6 numeric
@attribute value7 numeric
@attribute value8 numeric
@attribute value9 numeric
@attribute label {0,1}

@data
0.497158,0.315106,0.621155,0.855693,0.239013,0.024977,0.658511,0.941152,0.084855,0.410816,1
0.239417,0.694029,0.103872,0.93484,0.04034,0.221904,0.243848,0.634161,0.066784,0.140182,0
0.32145,0.613928,0.3636,0.094855,0.318484,0.896282,0.441812,0.576146,0.539845,0.385858,0
0.297574,0.542943,0.185842,0.596685,0.088486,0.442103,0.195525,0.227425,0.995131,0.947914,1
0.229667,0.154593,0.128659,0.381888,0.629222,0.562274,0.077037,0.384587,0.122086,0.567696,1
0.682157,0.074933,0.177907,0.221565,0.335839,0.967748,0.73018,0.91836,0.952902,0.240997,0
0.075246,0.30518,0.677374,0.611019,0.711994,0.885766,0.453076,0.442126,0.837929,0.761424,0
0.28179,0.093222,0.145573,0.741052,0.297041,0.112296,0.956777,0.389145,0.167475,0.004041,0
0.70411,0.591498,0.433339,0.676975,0.212759,0.298832,0.326761,0.730939,0.554867,0.206431,1
0.908673,0.572152,0.40103,0.640291,0.423798,0.451036,0.083316,0.842417,0.054538,0.760861,1
0.812532,0.210747,0.706887,0.962149,0.824062,0.176052,0.400747,0.79369,0.574656,0.827214,1
0.103459,0.724203,0.896917,0.72555,0.230809,0.951074,0.238028,0.24447,0.732657,0.177979,0
0.838531,0.481627,0.039142,0.542896,0.321481,0.801923,0.96591,0.485166,0.429507,0.422884,1
0.807181,0.245114,0.010378,0.253452,0.004062,0.946509,0.175722,0.817996,0.718368,0.511027,1
0.879738,0.986588,0.29653,0.688094,0.819749,0.692611,0.63927,0.194655,0.946093,0.800173,1
0.264789,0.853247,0.618842,0.112837,0.121312,0.670604,0.888441,0.918321,0.096807,0.887441,1
0.856241,0.968942,0.328859,0.932624,0.229417,0.673981,0.808692,0.945934,0.756414,0.530162,1
0.693058,0.851427,0.567531,0.80339,0.311743,0.210385,0.462668,0.086706,0.892288,0.100795,1
0.056419,0.230469,0.904869,0.306552,0.931546,0.893323,0.725565,0.866595,0.000678,0.839604,0
0.924112,0.871228,0.435897,0.906781,0.912061,0.436914,0.773304,0.007506,0.997308,0.804074,1
0.277636,0.905162,0.156612,0.038281,0.49544,0.291892,0.307198,0.406343,0.78063,0.890335,0
0.815947,0.963934,0.31307,0.840813,0.634112,0.242724,0.160007,0.290728,0.090377,0.384556,1
0.040921,0.348871,0.006321,0.00925,0.780401,0.69377,0.746028,0.180726,0.811457,0.258579,1
0.697993,0.254245,0.198533,0.871301,0.580155,0.475042,0.112218,0.67862,0.588081,0.757085,1
0.00933,0.935269,0.165862,0.756116,0.251698,0.352268,0.951636,0.047205,0.480329,0.585516,0
0.890669,0.263629,0.637742,0.79891,0.969837,0.135522,0.328516,0.24624,0.757135,0.692335,1
0.074068,0.862057,0.533821,0.689943,0.810688,0.632625,0.797337,0.147294,0.841215,0.385892,0
0.040145,0.831821,0.016061,0.10824,0.96505,0.253619,0.740015,0.310276,0.345796,0.339161,0
0.604218,0.975659,0.104272,0.096443,0.867699,0.367883,0.127865,0.894037,0.965878,0.946796,1
0.907906,0.634795,0.467098,0.232649,0.37513,0.74419,0.249487,0.603338,0.6559,0.701337,1
0.903083,0.499337,0.016178,0.913736,0.739665,0.749547,0.18004,0.04537,0.855019,0.385988,1
0.674672,0.294099,0.933297,0.519889,0.944404,0.097047,0.133066,0.877943,0.76172,0.760876,0
0.872719,0.905253,0.772677,0.336946,0.303998,0.300447,0.422828,0.247036,0.961276,0.949803,1
0.326362,0.619748,0.440375,0.905339,0.219753,0.840933,0.558746,0.960264,0.905647,0.98625,1
0.471028,0.422774,0.39445,0.569592,0.494851,0.372691,0.039358,0.989886,0.388767,0.405055,0
0.201545,0.686362,0.555099,0.869342,0.018965,0.876589,0.438871,0.545553,0.29475,0.678496,0
0.617301,0.682715,0.126922,0.926106,0.633723,0.320944,0.449298,0.444895,0.071588,0.146315,1
0.485162,0.026394,0.328364,0.502982,0.995119,0.843285,0.11234,0.572397,0.56773,0.376676,0
0.430895,0.221189,0.49484,0.740217,0.839397,0.474797,0.117466,0.185367,0.650652,0.566783,0
0.407237,0.606495,0.207441,0.692152,0.355381,0.510881,0.847295,0.715075,0.51443,0.837096,1
0.082785,0.327207,0.832203,0.127633,0.929069,0.574285,0.286498,0.767542,0.880136,0.227063,0
0.481913,0.246201,0.16065,0.043122,0.911529,0.289472,0.62436,0.015898,0.330283,0.287083,0
0.03207,0.867823,0.011042,0.347339,0.251216,0.917879,0.966643,0.469856,0.58175,0.584539,0
