@relation 'Hplane NR 0.1'

@attribute value0 numeric
@attribute value1 numeric
@attribute value2 numeric
@attribute value3 numeric
@attribute value4 numeric
@attribute value5 numeric
@attribute value6 numeric
@attribute value7 numeric
@attribute value8 numeric
@attribute value9 numeric
@attribute label {0,1}

@data
0.374937,0.096485,0.4737,0.372448,0.669786,0.218928,0.103109,0.409551,0.117449,0.047366,0
0.102244,0.822721,0.650488,0.242636,0.177528,0.872291,0.617931,0.225358,0.978705,0.256851,0
0.303627,0.898831,0.827689,0.19252,0.421477,0.840531,0.083567,0.115686,0.172435,0.10853,0
0.388157,0.396927,0.608735,0.262192,0.074456,0.866887,0.880789,0.744203,0.47242,0.514973,0
0.385304,0.238481,0.504104,0.060729,0.162506,0.978476,0.037068,0.226568,0.35402,0.857135,0
0.285233,0.12425,0.216665,0.236953,0.681027,0.271286,0.668424,0.227386,0.505799,0.851881,0
0.693274,0.605578,0.894465,0.455125,0.841812,0.532574,0.816442,0.782944,0.854504,0.916071,1
0.084856,0.377788,0.208039,0.021591,0.382197,0.498804,0.993136,0.070995,0.399865,0.923688,0
0.804096,0.064625,0.091171,0.779381,0.666018,0.029678,0.817593,0.696749,0.090527,0.102527,0
0.123674,0.890406,0.282989,0.713495,0.719404,0.574016,0.991983,0.592892,0.933809,0.968596,1
0.462476,0.843695,0.433509,0.327298,0.144373,0.527348,0.423702,0.296105,0.291302,0.007636,0
0.995415,0.092852,0.999959,0.375758,0.973596,0.814869,0.616437,0.77379,0.489737,0.139928,1
0.148739,0.086879,0.056647,0.121979,0.414386,0.495285,0.678433,0.963104,0.905423,0.610371,0
0.097232,0.202379,0.780078,0.722218,0.677253,0.124367,0.275687,0.132791,0.733979,0.652981,0
0.452189,0.81524,0.118196,0.913759,0.259549,0.314333,0.87728,0.502611,0.618363,0.848944,1
0.530562,0.052875,0.124621,0.755883,0.556266,0.415695,0.722222,0.751454,0.091052,0.090485,0
0.631069,0.039273,0.14098,0.973818,0.433415,0.481097,0.748439,0.866294,0.37281,0.845915,1
0.844005,0.990082,0.691117,0.538144,0.072241,0.130214,0.521343,0.85258,0.032428,0.415189,1
0.904731,0.465863,0.274121,0.513335,0.338555,0.772941,0.924383,0.58686,0.450946,0.92478,1
0.586464,0.350999,0.670999,0.545892,0.40116,0.721786,0.032485,0.004834,0.397721,0.88482,1
0.519388,0.61789,0.866954,0.980945,0.586537,0.78125,0.505829,0.023284,0.819413,0.238476,1
0.993642,0.656324,0.609394,0.010756,0.216077,0.332616,0.889583,0.766213,0.418099,0.381849,1
0.93723,0.617444,0.584372,0.335456,0.474531,0.366342,0.400505,0.48715,0.842835,0.447591,1
0.69807,0.41023,0.934965,0.807619,0.311123,0.573446,0.818306,0.259147,0.307209,0.847079,1
0.382515,0.929377,0.578541,0.678821,0.009483,0.894156,0.092856,0.558122,0.459512,0.952182,1
0.679015,0.117204,0.338792,0.973788,0.174823,0.483879,0.012193,0.187563,0.884455,0.995981,1
0.981184,0.261072,0.30574,0.84281,0.843814,0.550471,0.24923,0.886363,0.008833,0.8019,1
0.498417,0.473515,0.791155,0.123406,0.121402,0.838687,0.124686,0.314239,0.653481,0.389642,0
0.818111,0.270925,0.332801,0.224199,0.088168,0.443577,0.768083,0.797773,0.370997,0.984938,1
0.054607,0.368771,0.361046,0.685213,0.052509,0.033299,0.114453,0.770613,0.954538,0.959648,0
0.126405,0.993154,0.673769,0.831475,0.453653,0.324298,0.715154,0.011052,0.628797,0.741099,0
0.418823,0.880614,0.478467,0.126476,0.22104,0.50597,0.625927,0.111881,0.446782,0.92061,0
0.279423,0.389973,0.214205,0.598819,0.277548,0.991409,0.243767,0.500657,0.601285,0.56971,0
0.885981,0.526677,0.647763,0.653255,0.36709,0.004209,0.813649,0.143132,0.796863,0.857617,1
0.576485,0.13985,0.881246,0.673026,0.253886,0.220953,0.61692,0.920131,0.694172,0.838599,1
0.865557,0.524185,0.077029,0.661143,0.185662,0.994111,0.377955,0.024672,0.252931,0.894397,1
0.977636,0.997935,0.081778,0.494698,0.372101,0.149374,0.087722,0.127948,0.192865,0.08692,0
0.778774,0.856469,0.896099,0.589228,0.267645,0.378764,0.366606,0.283636,0.036613,0.342587,1
0.340443,0.251261,0.20106,0.790901,0.798969,0.930077,0.580491,0.282766,0.255259,0.32897,0
0.445373,0.35699,0.811337,0.009135,0.669765,0.890405,0.313641,0.569497,0.158371,0.783835,1
0.095372,0.653322,0.747052,0.040622,0.021315,0.866444,0.415819,0.396397,0.951165,0.501943,0
0.920137,0.501263,0.11243,0.386371,0.369871,0.302696,0.007143,0.133498,0.597393,0.850305,1
0.574936,0.838483,0.542182,0.360398,0.563052,0.787562,0.076284,0.425941,0.614858,0.050314,0
0.615776,0.152637,0.121222,0.220327,0.182132,0.530653,0.526845,0.896633,0.387419,0.455964,0
0.916109,0.346904,0.533956,0.577039,0.208195,0.854839,0.338228,0.762003,0.870648,0.691026,1
0.701666,0.038848,0.965647,0.214364,0.736158,0.230569,0.032238,0.605254,0.227523,0.22672,0
0.173959,0.626927,0.575354,0.76433,0.341421,0.379137,0.562626,0.18845,0.824674,0.182733,0
0.821165,0.982892,0.005081,0.390861,0.707651,0.121922,0.547539,0.879234,0.042359,0.813712,1
