@relation 'Hplane NR 0.1'

@attribute value0 numeric
@attribute value1 numeric
@attribute value2 numeric
@attribute value3 numeric
@attribute value4 numeric
@attribute value5 numeric
@attribute value6 numeric
@attribute value7 numeric
@attribute value8 numeric
@attribute value9 numeric
@attribute label {0,1}

@data
0.252717,0.877864,0.326245,0.889202,0.100558,0.412879,0.547707,0.87795,0.150043,0.683915,1
0.96507,0.951412,0.197104,0.550433,0.314715,0.522678,0.992013,0.816554,0.890625,0.37352,1
0.285804,0.183734,0.291777,0.290184,0.524471,0.78478,0.725321,0.655226,0.805025,0.831202,1
0.47874,0.250911,0.031629,0.927699,0.060425,0.29167,0.566052,0.260981,0.949709,0.082033,0
0.540942,0.322369,0.879548,0.739569,0.695791,0.394678,0.9971,0.068549,0.585954,0.146575,0
0.888309,0.173567,0.255422,0.252341,0.026216,0.574825,0.606667,0.536411,0.058696,0.462766,0
0.311302,0.905976,0.111556,0.299232,0.97163,0.179383,0.179808,0.123763,0.871079,0.070718,1
0.887923,0.662354,0.270505,0.30213,0.467354,0.885312,0.029495,0.752844,0.632256,0.843336,1
0.904082,0.537752,0.749002,0.881787,0.119277,0.760523,0.308425,0.66256,0.626187,0.998623,1
0.338674,0.208659,0.164947,0.786699,0.01501,0.696996,0.900651,0.343366,0.813081,0.17633,1
0.11242,0.476644,0.160131,0.692447,0.464683,0.878645,0.446656,0.79852,0.007949,0.188057,0
0.887372,0.461502,0.103,0.025967,0.716382,0.678664,0.994847,0.30311,0.246817,0.101877,0
0.458947,0.692131,0.074152,0.701062,0.507292,0.188647,0.390957,0.441042,0.38134,0.797859,0
0.387282,0.159644,0.549778,0.190984,0.350445,0.302224,0.375652,0.447585,0.74959,0.794934,0
0.02464,0.643892,0.939862,0.139424,0.699349,0.936054,0.115289,0.810566,0.290633,0.897714,0
0.796336,0.252504,0.630401,0.39893,0.99122,0.160786,0.556003,0.584586,0.085296,0.293528,1
0.405896,0.109603,0.953101,0.015012,0.637413,0.288214,0.688186,0.786654,0.989206,0.161668,0
0.994951,0.128737,0.814703,0.272898,0.832739,0.050042,0.580018,0.618455,0.172568,0.729583,1
0.753043,0.701256,0.643373,0.720118,0.745565,0.65256,0.123202,0.307125,0.901215,0.009956,1
0.248817,0.83077,0.9061,0.185003,0.890259,0.006659,0.291666,0.002163,0.798135,0.965567,0
0.76114,0.330617,0.577296,0.923609,0.677635,0.270607,0.70446,0.640224,0.858196,0.586616,1
0.171337,0.348714,0.905718,0.180699,0.798042,0.422508,0.619159,0.241697,0.745822,0.379142,1
0.833539,0.886018,0.162423,0.661662,0.168661,0.038915,0.054983,0.793574,0.874213,0.636602,1
0.698147,0.566215,0.671396,0.743938,0.04209,0.671849,0.524393,0.839675,0.026337,0.937073,1
0.7557,0.923484,0.991221,0.601525,0.767268,0.436043,0.234077,0.069039,0.438696,0.318847,1
0.46736,0.970779,0.039842,0.148666,0.37981,0.832235,0.695869,0.128885,0.011776,0.299627,0
0.8883,0.660086,0.077658,0.995677,0.876941,0.468317,0.701123,0.625433,0.176452,0.217909,1
0.95669,0.115209,0.56625,0.138573,0.277753,0.423756,0.509357,0.318201,0.961165,0.440123,1
0.032005,0.56619,0.561331,0.351956,0.308637,0.519272,0.408301,0.701509,0.776116,0.02308,0
0.201309,0.102747,0.254994,0.137776,0.729889,0.322408,0.979419,0.937887,0.253176,0.21796,0
0.349727,0.486971,0.33136,0.749215,0.167641,0.899049,0.250267,0.976733,0.402574,0.096209,0
0.162975,0.467128,0.023638,0.733062,0.497676,0.914892,0.118788,0.34582,0.131845,0.080345,0
0.686126,0.874694,0.655734,0.860692,0.251098,0.682372,0.064706,0.754278,0.241294,0.189617,1
0.445599,0.433606,0.855152,0.40117,0.514426,0.167486,0.068553,0.326001,0.688079,0.728983,1
0.681943,0.856926,0.368042,0.776459,0.012921,0.069215,0.194482,0.850376,0.999578,0.272143,1
0.529569,0.362007,0.598959,0.452944,0.352358,0.111633,0.317039,0.503791,0.211111,0.110298,0
0.337972,0.313156,0.036633,0.06329,0.110479,0.977803,0.726146,0.811,0.314141,0.027524,0
0.072387,0.686543,0.463833,0.675474,0.540171,0.914243,0.620872,0.994874,0.505497,0.308498,0
0.249991,0.281333,0.90728,0.841585,0.75854,0.385356,0.043516,0.380164,0.859866,0.091157,0
0.483509,0.107486,0.415233,0.326118,0.98415,0.26993,0.779987,0.423919,0.802312,0.730574,1
0.107959,0.979436,0.661901,0.953612,0.113562,0.158603,0.545139,0.025251,0.022194,0.776824,0
0.358361,0.756326,0.064209,0.72962,0.828214,0.31592,0.389926,0.251098,0.864502,0.413527,0
0.117803,0.809144,0.073321,0.373456,0.874888,0.657245,0.185925,0.382026,0.647965,0.516089,0
0.645528,0.499754,0.201905,0.215766,0.287498,0.327567,0.038739,0.624612,0.620624,0.457689,1
0.340991,0.546258,0.700021,0.090119,0.67415,0.746678,0.424503,0.115804,0.873652,0.426269,1
0.865,0.924155,0.25814,0.811381,0.32406,0.079908,0.009081,0.173721,0.589356,0.452161,1
0.424144,0.704236,0.964948,0.83746,0.46162,0.045255,0.851805,0.032243,0.641344,0.30023,1
0.704765,0.434887,0.223379,0.390863,0.79319,0.4873,0.330845,0.593687,0.717679,0.357765,0
0.46037,0.569833,0.663071,0.302641,0.489221,0.730949,0.52702,0.737744,0.750532,0.223635,1
0.670275,0.14166,0.977054,0.209263,0.751264,0.665237,0.752091,0.697068,0.83969,0.739408,0
0.053047,0.263928,0.509299,0.675257,0.856621,0.366673,0.757453,0.730855,0.694997,0.347718,1
0.004255,0.451383,0.308049,0.152538,0.396826,0.370452,0.154002,0.23607,0.107869,0.520498,0
0.628468,0.402782,0.344023,0.957065,0.344828,0.335236,0.005529,0.368906,0.977072,0.82438,1
0.957974,0.344947,0.029749,0.706348,0.713643,0.496242,0.095517,0.052937,0.757199,0.834633,1
0.02797,0.215928,0.441768,0.625616,0.914807,0.394756,0.01476,0.806308,0.19152,0.257385,0
0.353149,0.735964,0.446719,0.587702,0.683086,0.19656,0.240801,0.092808,0.442497,0.215812,0
0.219774,0.200746,0.255078,0.12286,0.30521,0.136345,0.849158,0.303541,0.496239,0.638209,0
0.445145,0.831175,0.477718,0.327703,0.908227,0.790633,0.915556,0.91146,0.774844,0.924149,0
0.097781,0.673427,0.812108,0.194078,0.514414,0.730209,0.620031,0.249238,0.256411,0.024346,0
0.690196,0.464021,0.699783,0.394132,0.667499,0.309044,0.133599,0.12984,0.022827,0.959476,1
0.116969,0.860221,0.160497,0.617337,0.247895,0.82516,0.689957,0.234006,0.977221,0.832319,0
0.917119,0.307171,0.735994,0.080616,0.404422,0.793549,0.326523,0.977265,0.504183,0.885434,1
0.012669,0.584932,0.589954,0.430742,0.314065,0.83939,0.885192,0.255185,0.82981,0.012463,0
0.127178,0.941455,0.776251,0.899893,0.930213,0.633706,0.733248,0.582995,0.145378,0.234401,0
0.772831,0.021566,0.09676,0.414251,0.734588,0.971521,0.544847,0.001045,0.552569,0.449797,1
0.060561,0.627451,0.152407,0.635336,0.097871,0.04531,0.561773,0.671625,0.521074,0.984661,0
0.908643,0.925341,0.771345,0.708079,0.153814,0.656742,0.610234,0.993192,0.352823,0.111133,1
0.160335,0.120926,0.887327,0.967514,0.567657,0.487414,0.543069,0.819117,0.404455,0.938577,1
0.95055,0.602526,0.601138,0.530325,0.364071,0.895408,0.187659,0.662649,0.418089,0.351346,0
0.952224,0.974647,0.312855,0.293538,0.180792,0.542955,0.509013,0.21856,0.876361,0.626633,1
0.414216,0.33546,0.145782,0.177775,0.182571,0.819713,0.424914,0.79458,0.295138,0.812162,0
0.433699,0.234499,0.767317,0.559574,0.275478,0.506494,0.920899,0.468108,0.431842,0.123128,0
0.281992,0.265514,0.211996,0.703354,0.03996,0.764964,0.921894,0.063748,0.503868,0.821868,0
0.635773,0.217751,0.443981,0.514399,0.351526,0.359374,0.936149,0.981551,0.239903,0.426995,0
0.68028,0.43586,0.329751,0.200134,0.452166,0.831286,0.340261,0.327623,0.701649,0.256346,1
0.024204,0.614954,0.951665,0.774121,0.50956,0.343114,0.500102,0.030003,0.597745,0.155631,0
0.846816,0.071724,0.25531,0.896121,0.863569,0.173188,0.332492,0.561632,0.98256,0.068772,1
0.659134,0.003572,0.573673,0.507891,0.378858,0.70599,0.52349,0.217998,0.513931,0.014214,0
0.616709,0.884437,0.300604,0.563684,0.478648,0.7761,0.170725,0.352972,0.534123,0.934069,1
0.369338,0.165131,0.03417,0.109234,0.78246,0.485002,0.229499,0.64496,0.317999,0.802929,0
0.063573,0.627179,0.445886,0.582005,0.599828,0.010872,0.369817,0.686878,0.272238,0.828537,0
0.755161,0.307115,0.897053,0.427537,0.952563,0.234541,0.292524,0.652679,0.842625,0.218477,0
0.533647,0.290962,0.951767,0.387929,0.00244,0.308073,0.624585,0.264303,0.229153,0.118074,0
0.421369,0.320989,0.143117,0.35656,0.143762,0.937783,0.818869,0.908845,0.869941,0.628834,0
0.344766,0.804244,0.472222,0.556003,0.19145,0.509299,0.205897,0.993083,0.026076,0.479186,0
0.83092,0.371665,0.46099,0.888098,0.698518,0.911249,0.176694,0.963408,0.813216,0.663304,0
0.953202,0.081963,0.848361,0.479727,0.733114,0.497224,0.756794,0.841018,0.469396,0.557486,1
0.556434,0.978834,0.901261,0.671197,0.089737,0.215736,0.039168,0.246734,0.494581,0.597272,1
0.358698,0.635935,0.923686,0.568238,0.55172,0.912394,0.405915,0.601387,0.099617,0.49997,0
0.433958,0.315834,0.500388,0.457051,0.069614,0.325354,0.398709,0.637445,0.45103,0.662416,0
0.133876,0.169922,0.587769,0.703783,0.328823,0.396891,0.362164,0.866519,0.28966,0.87741,0
0.033119,0.506551,0.711236,0.134109,0.047395,0.807972,0.515223,0.941465,0.209117,0.459117,0
0.878246,0.972573,0.189807,0.779772,0.647299,0.628772,0.390329,0.392792,0.727456,0.631592,1
0.033304,0.950835,0.758272,0.403725,0.094171,0.248149,0.131727,0.833864,0.314622,0.829917,0
0.375693,0.026279,0.893092,0.850084,0.806101,0.355137,0.219739,0.497557,0.915242,0.274546,0
0.146055,0.215633,0.051902,0.1745,0.099488,0.012432,0.735364,0.021919,0.246628,0.776728,0
0.206549,0.688523,0.205809,0.010793,0.596489,0.668354,0.097857,0.091948,0.813376,0.460628,0
0.980833,0.237116,0.919399,0.989863,0.770453,0.494699,0.055096,0.184499,0.60246,0.948938,1
0.222972,0.30149,0.703894,0.114758,0.3084,0.740557,0.827554,0.367848,0.993999,0.852233,0
0.59026,0.165289,0.220022,0.011189,0.351101,0.295693,0.781257,0.71009,0.625995,0.746469,0
0.037252,0.592912,0.63679,0.091544,0.422086,0.178973,0.478972,0.754254,0.889069,0.40489,0
0.394384,0.187219,0.951305,0.525468,0.134512,0.186772,0.842747,0.615713,0.991243,0.597057,0
0.512819,0.150289,0.227511,0.844337,0.97157,0.837077,0.071474,0.342167,0.457207,0.533593,0
0.297756,0.828603,0.415087,0.309024,0.797775,0.475354,0.217898,0.418428,0.70375,0.05538,1
0.427229,0.178527,0.645717,0.673644,0.087309,0.443308,0.59519,0.281917,0.58391,0.721083,0
0.463744,0.185294,0.041464,0.040995,0.641484,0.822235,0.114465,0.678465,0.786467,0.402529,0
0.823913,0.688554,0.809339,0.674652,0.035737,0.748064,0.817414,0.934688,0.183037,0.27358,1
0.157867,0.44732,0.474525,0.330313,0.424325,0.413719,0.066025,0.587466,0.011352,0.140035,0
0.786618,0.118265,0.247274,0.434977,0.243548,0.487398,0.922248,0.406586,0.388283,0.43548,0
0.657333,0.608897,0.855826,0.910388,0.726778,0.745451,0.754324,0.860069,0.523886,0.881963,1
0.239517,0.671387,0.939983,0.781654,0.374639,0.660101,0.602444,0.60583,0.980422,0.963986,1
0.536563,0.106795,0.825251,0.341003,0.648987,0.233294,0.366625,0.213093,0.49916,0.486198,0
0.488115,0.15361,0.239722,0.270795,0.574702,0.685234,0.065635,0.173294,0.71179,0.239861,0
0.880942,0.193275,0.730381,0.939752,0.039553,0.728901,0.870987,0.414842,0.108317,0.787705,1
0.662734,0.29118,0.093635,0.16916,0.9885,0.283269,0.810837,0.253201,0.434695,0.30318,0
0.49055,0.993405,0.150717,0.052191,0.907634,0.539906,0.521321,0.28497,0.926547,0.147333,1
0.787531,0.113979,0.268748,0.347094,0.938659,0.350188,0.714535,0.91386,0.220595,0.860753,0
0.987134,0.831789,0.898423,0.076501,0.449416,0.134247,0.702331,0.311344,0.903189,0.143996,1
