@relation 'Hplane NR 0.1'

@attribute value0 numeric
@attribute value1 numeric
@attribute value2 numeric
@attribute value3 numeric
@attribute value4 numeric
@attribute value5 numeric
@attribute value6 numeric
@attribute value7 numeric
@attribute value8 numeric
@attribute value9 numeric
@attribute label {0,1}

@data
0.152734,0.910276,0.999146,0.539993,0.977512,0.158438,0.549089,0.093546,0.44339,0.412862,0
0.730505,0.109637,0.116651,0.320603,0.549406,0.376162,0.358757,0.137324,0.09791,0.42354,0
0.125397,0.747861,0.468574,0.169163,0.451414,0.283018,0.501111,0.511087,0.498336,0.335253,0
0.293987,0.936771,0.837669,0.917263,0.934155,0.114722,0.733423,0.911985,0.24531,0.185567,0
0.94168,0.07736,0.258549,0.849132,0.495354,0.140497,0.637386,0.646376,0.673361,0.751527,1
0.315993,0.617421,0.604241,0.39083,0.132913,0.306671,0.050858,0.317643,0.034765,0.960728,0
0.873553,0.609556,0.065371,0.896191,0.139994,0.000662,0.450104,0.19113,0.020252,0.46254,1
0.11552,0.223448,0.8327,0.826981,0.233762,0.363886,0.356727,0.889491,0.723774,0.120164,0
0.803956,0.795895,0.669486,0.803445,0.198612,0.338134,0.725914,0.354854,0.447129,0.063485,1
0.273676,0.072942,0.102572,0.445534,0.675464,0.803816,0.078663,0.097636,0.726522,0.04594,1
0.961913,0.173178,0.69973,0.978786,0.34748,0.040314,0.653243,0.320252,0.457765,0.811852,0
0.914981,0.779345,0.030378,0.877844,0.401458,0.452816,0.40053,0.066992,0.060533,0.759418,1
0.250817,0.139397,0.2317,0.912813,0.343442,0.428902,0.80367,0.742486,0.664584,0.485249,0
0.997736,0.775027,0.477073,0.409877,0.40917,0.902938,0.275338,0.280733,0.890086,0.072517,1
0.176698,0.101761,0.334853,0.170405,0.657551,0.531543,0.257373,0.582165,0.341064,0.336647,0
0.188297,0.049157,0.182421,0.186346,0.905802,0.866609,0.060033,0.08278,0.033492,0.12092,0
0.379347,0.742575,0.262189,0.385754,0.473393,0.552264,0.145911,0.069891,0.536768,0.003447,0
0.353468,0.376631,0.92698,0.885682,0.677218,0.3285,0.108097,0.511325,0.433828,0.55913,0
0.38785,0.819798,0.966639,0.581166,0.40865,0.569127,0.912566,0.789512,0.95363,0.776543,0
0.209989,0.148709,0.022013,0.937006,0.292153,0.570515,0.624299,0.97812,0.401859,0.692282,0
0.936908,0.745163,0.970377,0.407588,0.497509,0.674829,0.492139,0.192689,0.207244,0.719879,1
0.770594,0.580224,0.572632,0.710184,0.035723,0.231537,0.185345,0.521058,0.695325,0.354779,0
0.900323,0.30318,0.364884,0.597514,0.415835,0.092068,0.945281,0.551386,0.156614,0.337705,0
0.698844,0.970082,0.299275,0.170802,0.6208,0.557481,0.879181,0.064426,0.498485,0.747022,1
0.114367,0.87045,0.705336,0.90587,0.587336,0.313028,0.505062,0.667293,0.251349,0.618835,1
0.56247,0.652953,0.349292,0.722567,0.224689,0.967444,0.848955,0.600792,0.15766,0.032438,1
0.052346,0.251217,0.024925,0.371483,0.175076,0.72893,0.768163,0.277057,0.685017,0.961986,1
0.081143,0.890454,0.542099,0.275072,0.684917,0.689373,0.971395,0.353864,0.730326,0.894451,1
0.957042,0.223582,0.618093,0.501763,0.29286,0.200523,0.170262,0.835135,0.422187,0.366362,0
0.521621,0.70853,0.300524,0.210845,0.826303,0.924386,0.764112,0.44336,0.940919,0.542766,1
0.359625,0.931328,0.249678,0.00887,0.593534,0.07181,0.066289,0.667863,0.36657,0.292204,1
0.860339,0.745762,0.930172,0.19234,0.987402,0.595197,0.55454,0.451267,0.297404,0.517956,1
0.346457,0.237175,0.629493,0.217551,0.013047,0.901036,0.453156,0.036867,0.001374,0.768782,1
0.482167,0.595963,0.721646,0.132408,0.840455,0.636976,0.362686,0.971815,0.709024,0.571282,0
0.63106,0.31061,0.74921,0.70736,0.844235,0.703575,0.392543,0.222584,0.748231,0.174039,1
0.505678,0.902408,0.296332,0.579152,0.852627,0.16933,0.768794,0.815864,0.834739,0.053407,0
0.580992,0.150141,0.630336,0.180619,0.755879,0.43367,0.471962,0.958473,0.405628,0.492966,1
0.7149,0.157214,0.573444,0.45169,0.992908,0.733554,0.909264,0.39602,0.725447,0.001695,1
0.435922,0.55198,0.263262,0.297739,0.394683,0.482869,0.210745,0.256749,0.30133,0.950838,0
0.826734,0.861947,0.850296,0.178964,0.813612,0.685652,0.977098,0.113716,0.59778,0.251228,1
0.22124,0.914467,0.895546,0.170519,0.943779,0.788033,0.709024,0.684942,0.661452,0.25075,0
0.302375,0.051888,0.630227,0.818861,0.953298,0.434939,0.834977,0.309498,0.268486,0.482524,1
0.003604,0.545088,0.853574,0.490983,0.681412,0.484391,0.172694,0.986788,0.945932,0.708064,0
0.91329,0.623806,0.928052,0.17472,0.235784,0.499795,0.645792,0.176416,0.719477,0.473218,1
0.16493,0.34045,0.194606,0.707842,0.867749,0.773227,0.200975,0.300018,0.900685,0.043456,0
0.334999,0.891925,0.890577,0.184527,0.615174,0.723957,0.800666,0.289918,0.845856,0.481125,0
0.675812,0.400019,0.471301,0.495632,0.543414,0.040319,0.454408,0.626377,0.991379,0.357698,1
0.657163,0.502836,0.18806,0.390882,0.563036,0.775704,0.380599,0.023766,0.79556,0.254238,1
0.772099,0.141886,0.000162,0.212976,0.569409,0.152645,0.100656,0.71026,0.857439,0.090454,1
0.164838,0.037077,0.544583,0.776918,0.49979,0.173726,0.91956,0.951543,0.98178,0.90508,1
0.920078,0.087764,0.646238,0.954455,0.055657,0.271939,0.42982,0.501908,0.558345,0.165225,1
0.510299,0.729293,0.844491,0.789401,0.257538,0.153297,0.832182,0.897054,0.042198,0.349281,0
0.216284,0.779147,0.305942,0.972668,0.282807,0.071889,0.667336,0.847763,0.216928,0.49089,0
0.576086,0.636104,0.922894,0.489015,0.245076,0.103258,0.386882,0.326679,0.374596,0.50191,0
0.337363,0.045574,0.056516,0.565109,0.16047,0.624479,0.370795,0.531257,0.125175,0.205194,1
0.207241,0.660741,0.998979,0.602042,0.468254,0.014277,0.001614,0.169055,0.814894,0.062816,0
0.331008,0.242052,0.681455,0.568005,0.743117,0.668455,0.340107,0.99988,0.630537,0.424558,0
0.588651,0.782139,0.250079,0.072018,0.071094,0.925614,0.860298,0.545378,0.010353,0.799285,0
0.161684,0.254293,0.879588,0.551067,0.741953,0.306012,0.44649,0.185813,0.446727,0.775083,1
0.534455,0.004529,0.016165,0.749488,0.330376,0.230635,0.796557,0.965239,0.786441,0.078255,1
0.838972,0.209796,0.428459,0.535839,0.359299,0.659108,0.602938,0.87943,0.867992,0.142975,1
0.447305,0.515537,0.071244,0.406292,0.347841,0.580038,0.725813,0.117509,0.173597,0.414283,1
0.234506,0.262238,0.179065,0.888383,0.961504,0.312842,0.19047,0.228255,0.818252,0.037368,1
0.068297,0.016698,0.404349,0.487082,0.054233,0.457102,0.514663,0.950201,0.321647,0.264245,1
0.577087,0.087904,0.724237,0.275931,0.441973,0.006381,0.426118,0.260445,0.321945,0.163269,1
0.89078,0.74559,0.034863,0.428776,0.689187,0.968054,0.518211,0.38724,0.010656,0.595781,0
0.041212,0.896717,0.800631,0.969429,0.627366,0.325893,0.120139,0.092624,0.512648,0.929404,0
0.940854,0.123337,0.390012,0.793455,0.202406,0.100866,0.122155,0.841204,0.933274,0.008656,1
0.793692,0.889807,0.897023,0.168889,0.912045,0.263166,0.032,0.809455,0.355335,0.905693,0
0.005087,0.474539,0.398834,0.303231,0.851277,0.62668,0.377001,0.474825,0.397541,0.932213,0
0.993492,0.037148,0.909101,0.092206,0.636145,0.158763,0.061452,0.05059,0.391359,0.559717,1
0.801599,0.953076,0.502214,0.171902,0.731903,0.750158,0.722315,0.128029,0.392603,0.732617,0
