@relation 'Hplane NR 0.1'

@attribute value0 numeric
@attribute value1 numeric
@attribute value2 numeric
@attribute value3 numeric
@attribute value4 numeric
@attribute value5 numeric
@attribute value6 numeric
@attribute value7 numeric
@attribute value8 numeric
@attribute value9 numeric
@attribute label {0,1}

@data
0.008276,0.440622,0.031334,0.922711,0.962104,0.800781,0.436903,0.814749,0.215231,0.957015,1
0.690722,0.208796,0.290337,0.166027,0.589091,0.823452,0.740179,0.998947,0.714466,0.606858,1
0.250158,0.75354,0.219954,0.485513,0.730458,0.673277,0.00883,0.734306,0.070205,0.276547,0
0.659906,0.95888,0.877415,0.258713,0.032365,0.141238,0.936579,0.294538,0.904287,0.216151,0
0.852217,0.490144,0.630437,0.09725,0.76236,0.227082,0.917164,0.752511,0.049823,0.725453,0
0.094461,0.272202,0.332938,0.283116,0.716593,0.181902,0.483154,0.154463,0.164489,0.684535,0
0.547358,0.506772,0.545737,0.987445,0.231266,0.473,0.906541,0.8054,0.904228,0.380012,1
0.494055,0.231486,0.395438,0.863208,0.637667,0.658329,0.102213,0.116544,0.097038,0.682631,0
0.104054,0.484006,0.064666,0.0866,0.025796,0.222215,0.290089,0.59418,0.697507,0.790815,0
0.768674,0.845167,0.928864,0.933107,0.606222,0.942956,0.717987,0.844315,0.571623,0.591799,1
0.412307,0.74254,0.613375,0.422745,0.105305,0.581238,0.492564,0.803349,0.441241,0.548901,1
0.671285,0.1988,0.309084,0.326384,0.201954,0.406253,0.751665,0.361751,0.760976,0.025775,0
0.079362,0.902635,0.109163,0.859229,0.693103,0.57537,0.816004,0.396919,0.333172,0.172835,0
0.967383,0.074173,0.089177,0.128515,0.696828,0.657938,0.575582,0.077173,0.780811,0.078842,0
0.169542,0.301197,0.583193,0.590753,0.578949,0.179496,0.591308,0.426477,0.635173,0.995255,0
0.327883,0.65176,0.641961,0.685022,0.861127,0.650969,0.223565,0.250852,0.073784,0.699615,0
0.955552,0.250263,0.577343,0.097399,0.045408,0.902447,0.567681,0.627373,0.221998,0.793175,0
0.296844,0.406047,0.061876,0.742405,0.353734,0.8897,0.697369,0.150204,0.452848,0.358371,0
0.449667,0.172043,0.381876,0.133684,0.559584,0.411797,0.520838,0.747656,0.801752,0.180309,0
0.573522,0.790312,0.376303,0.463226,0.868458,0.576405,0.810029,0.99682,0.598963,0.127059,1
0.244644,0.756072,0.997981,0.808938,0.859829,0.249323,0.101722,0.874105,0.935762,0.282897,0
0.526728,0.733494,0.498365,0.520584,0.961971,0.602292,0.078312,0.192666,0.401267,0.373728,1
0.626158,0.423165,0.318526,0.314073,0.556922,0.38406,0.363938,0.406421,0.936969,0.014625,0
0.698302,0.878186,0.144258,0.616574,0.504026,0.868656,0.936568,0.000731,0.464592,0.117062,1
0.50207,0.911699,0.81658,0.446935,0.282839,0.519817,0.516518,0.090873,0.397064,0.052178,0
0.044051,0.677929,0.441942,0.498422,0.789783,0.528949,0.063221,0.011531,0.266417,0.906918,0
0.702533,0.458115,0.621495,0.301412,0.943193,0.304009,0.60491,0.103571,0.511688,0.049926,1
0.873235,0.398597,0.116439,0.168906,0.590456,0.593893,0.278699,0.326126,0.576534,0.541085,1
0.459791,0.156722,0.018389,0.607468,0.749576,0.670661,0.688737,0.508982,0.586354,0.099365,0
0.494712,0.570699,0.042889,0.042902,0.084648,0.900625,0.709351,0.272437,0.850452,0.734584,1
0.796371,0.474606,0.646542,0.584694,0.595617,0.048552,0.320495,0.908095,0.950129,0.80643,1
0.651278,0.640158,0.113979,0.946235,0.050949,0.732738,0.104511,0.813697,0.501969,0.399814,1
0.499533,0.844134,0.538792,0.384438,0.198198,0.064297,0.706584,0.26152,0.521312,0.429432,1
0.564837,0.247463,0.269928,0.897,0.809099,0.494039,0.578361,0.691737,0.470511,0.471717,1
0.892858,0.291078,0.341635,0.983326,0.530991,0.76574,0.349607,0.710867,0.61039,0.139231,1
0.857593,0.037652,0.64282,0.036546,0.685751,0.346677,0.195206,0.46203,0.127473,0.5421,1
0.058643,0.943597,0.946345,0.200474,0.587234,0.634663,0.002994,0.177105,0.556694,0.908734,0
0.659612,0.346692,0.599303,0.847967,0.085224,0.985201,0.129403,0.417351,0.443263,0.240319,0
0.069087,0.341476,0.319721,0.942952,0.677683,0.295914,0.969567,0.574961,0.06908,0.61553,0
0.559781,0.608477,0.623025,0.960084,0.612919,0.028979,0.712678,0.132763,0.090194,0.624053,1
0.133132,0.631665,0.4916,0.779591,0.298055,0.74292,0.80378,0.28296,0.164251,0.326586,0
0.234808,0.266451,0.967769,0.416118,0.7449,0.342369,0.155493,0.486298,0.398721,0.539971,0
0.203537,0.750465,0.135599,0.399573,0.49856,0.396611,0.405207,0.294195,0.71418,0.447639,0
0.705031,0.193988,0.363271,0.206645,0.498228,0.921395,0.062529,0.080568,0.087036,0.46114,0
0.190755,0.944968,0.032151,0.11628,0.606061,0.530356,0.597052,0.823407,0.879659,0.896755,1
0.191666,0.694771,0.843126,0.005413,0.499863,0.778585,0.962767,0.310653,0.313023,0.903042,0
0.924515,0.858855,0.744138,0.98372,0.702019,0.377492,0.430161,0.719828,0.274685,0.535223,1
0.471964,0.338875,0.659975,0.390867,0.964267,0.218057,0.897457,0.022594,0.068319,0.44587,0
0.19631,0.363622,0.626869,0.171604,0.729263,0.824659,0.987828,0.176081,0.774289,0.30515,0
0.446845,0.896197,0.436505,0.557631,0.695381,0.222679,0.233751,0.753618,0.649044,0.109558,1
0.467943,0.22478,0.650841,0.959523,0.78974,0.678955,0.684645,0.124423,0.775741,0.529386,0
0.22782,0.846474,0.427258,0.071841,0.143651,0.211084,0.971375,0.382955,0.648831,0.815784,1
0.981316,0.486419,0.780005,0.293865,0.442156,0.943381,0.597042,0.919763,0.585929,0.194715,1
0.095332,0.965204,0.117114,0.991385,0.609517,0.520023,0.160265,0.002657,0.672176,0.982916,0
0.318946,0.066961,0.578379,0.278837,0.08051,0.779139,0.538323,0.300741,0.176777,0.690232,1
0.320725,0.830359,0.680555,0.479778,0.746457,0.711608,0.187648,0.331974,0.747474,0.070702,0
0.244493,0.654369,0.683162,0.332892,0.291412,0.143481,0.402702,0.569394,0.970528,0.035175,1
0.477035,0.598056,0.427132,0.715328,0.944419,0.598407,0.569943,0.163442,0.160512,0.451957,1
0.223093,0.91362,0.049326,0.940075,0.120534,0.191498,0.137022,0.235144,0.409815,0.302288,0
0.433364,0.361911,0.992312,0.361989,0.814805,0.180508,0.280923,0.315484,0.970297,0.985872,0
0.166303,0.382349,0.108933,0.265893,0.717096,0.677148,0.892842,0.599656,0.397393,0.123576,0
0.590494,0.686808,0.588272,0.708544,0.836293,0.634991,0.415254,0.119541,0.319609,0.558512,1
0.950855,0.179889,0.720867,0.421329,0.902385,0.055712,0.064142,0.026978,0.827242,0.906886,1
0.336316,0.180398,0.249161,0.697046,0.402217,0.372239,0.573563,0.886818,0.851216,0.352144,1
0.062666,0.036308,0.347311,0.161291,0.002896,0.979268,0.629574,0.392023,0.167986,0.830569,0
0.245054,0.098148,0.570731,0.033879,0.118163,0.139253,0.32987,0.608428,0.62987,0.120465,0
0.271437,0.807869,0.555631,0.988379,0.036825,0.249887,0.05688,0.459732,0.943895,0.959637,0
0.111561,0.89924,0.999035,0.595501,0.153156,0.401515,0.893977,0.935137,0.077526,0.620817,1
0.026804,0.221922,0.222446,0.116672,0.819176,0.088243,0.819735,0.584161,0.293032,0.585645,1
0.85286,0.307957,0.109739,0.962359,0.107566,0.672672,0.590788,0.831063,0.658846,0.583429,0
0.987389,0.49139,0.53763,0.825426,0.283365,0.117279,0.788589,0.962582,0.427632,0.311619,1
0.07101,0.394183,0.263961,0.695647,0.376905,0.227308,0.321214,0.392535,0.867566,0.036348,1
0.935274,0.564914,0.494819,0.668844,0.036235,0.006038,0.493495,0.007293,0.397797,0.779813,1
0.003249,0.359099,0.127053,0.956274,0.185045,0.304253,0.033986,0.963805,0.042809,0.26114,0
0.756609,0.380624,0.066391,0.099079,0.584973,0.846334,0.565939,0.063065,0.27543,0.215935,1
0.019885,0.702353,0.086369,0.333056,0.964709,0.874118,0.011171,0.414633,0.896905,0.023718,0
0.080249,0.808322,0.03871,0.198421,0.558787,0.961166,0.135469,0.358214,0.059313,0.163826,0
0.77529,0.68124,0.888208,0.699171,0.37594,0.544101,0.456876,0.19813,0.03532,0.274285,1
0.300042,0.263336,0.917864,0.628285,0.767728,0.542966,0.206294,0.237968,0.087526,0.182713,0
0.356002,0.574107,0.497349,0.694516,0.941466,0.711544,0.094465,0.002851,0.545008,0.649646,0
0.575119,0.631878,0.017619,0.258054,0.737712,0.935345,0.555123,0.969011,0.614575,0.200566,1
0.892017,0.240292,0.617185,0.834129,0.966282,0.394516,0.174404,0.963004,0.310092,0.445088,1
0.587586,0.777124,0.639408,0.912489,0.264675,0.847597,0.529952,0.969596,0.008635,0.735281,1
0.9458,0.502318,0.064943,0.713776,0.671996,0.646104,0.9412,0.380875,0.761563,0.910806,1
0.338816,0.126773,0.776169,0.121428,0.757197,0.945304,0.371058,0.369571,0.352145,0.567549,0
0.23694,0.901468,0.835882,0.535199,0.464553,0.84552,0.471313,0.65105,0.338612,0.633112,1
0.696794,0.182509,0.948782,0.969994,0.871148,0.06961,0.105692,0.942103,0.790845,0.982749,1
0.265564,0.478344,0.766552,0.203461,0.652448,0.672452,0.937201,0.884314,0.832085,0.602252,0
0.154811,0.108383,0.475222,0.368086,0.564545,0.390009,0.397557,0.755396,0.432587,0.83511,0
0.29616,0.720499,0.206102,0.995704,0.477277,0.952439,0.176668,0.883955,0.308462,0.245562,0
0.343542,0.06642,0.494244,0.095147,0.512612,0.716141,0.768063,0.535759,0.204393,0.428212,0
0.977909,0.18436,0.996205,0.391607,0.35215,0.334764,0.080223,0.074659,0.604893,0.191826,0
0.016576,0.202135,0.251468,0.034678,0.930605,0.843664,0.126828,0.305144,0.931281,0.612393,0
0.786085,0.596002,0.35804,0.172991,0.982478,0.946935,0.865897,0.322919,0.546984,0.209005,1
0.045207,0.230193,0.674067,0.077878,0.040657,0.692456,0.232063,0.948393,0.697029,0.820504,0
0.762163,0.793826,0.97593,0.811554,0.969434,0.8852,0.000649,0.571454,0.971401,0.749837,0
0.690028,0.035293,0.251627,0.933754,0.109727,0.419254,0.295907,0.477209,0.100491,0.860831,0
0.027664,0.592906,0.994871,0.030773,0.167398,0.326572,0.829923,0.511224,0.029544,0.631999,1
0.558294,0.110642,0.93831,0.197974,0.013226,0.543759,0.975563,0.479684,0.405809,0.358378,1
0.712727,0.903299,0.398652,0.221147,0.012757,0.338932,0.553431,0.207234,0.261384,0.757766,1
0.356983,0.660975,0.627197,0.683243,0.052551,0.778253,0.597126,0.750329,0.580546,0.936959,1
0.655174,0.599377,0.293089,0.212995,0.223859,0.765181,0.921918,0.77999,0.216761,0.849349,1
0.556964,0.786536,0.541849,0.949229,0.465279,0.823903,0.661868,0.326836,0.842495,0.631089,0
0.138559,0.419114,0.543022,0.66408,0.898874,0.930093,0.577682,0.467224,0.713676,0.917451,1
0.048223,0.140482,0.065352,0.929249,0.940339,0.911104,0.05349,0.666982,0.611369,0.415897,0
0.54499,0.422403,0.26996,0.759474,0.966418,0.007452,0.353049,0.95342,0.037038,0.94547,1
0.518597,0.819682,0.383486,0.739818,0.649585,0.930106,0.313102,0.965048,0.399826,0.274931,1
0.863235,0.9532,0.419899,0.867303,0.902703,0.307822,0.235445,0.370744,0.846788,0.69693,1
0.761086,0.735897,0.746398,0.167216,0.917888,0.461046,0.537769,0.756686,0.798574,0.145939,1
0.633097,0.12096,0.781575,0.62279,0.727165,0.723777,0.034604,0.351991,0.838023,0.180234,0
0.849048,0.487979,0.758499,0.013564,0.296887,0.683858,0.408364,0.113165,0.214974,0.12191,1
0.659117,0.596627,0.33465,0.250222,0.72569,0.985953,0.026498,0.496593,0.716161,0.746731,1
0.099595,0.495794,0.563757,0.566389,0.749543,0.971327,0.703619,0.835354,0.150382,0.935031,0
0.697228,0.27867,0.238549,0.404029,0.980496,0.969612,0.902035,0.353322,0.023299,0.756197,1
0.414619,0.989712,0.337977,0.335433,0.892658,0.20048,0.116459,0.938377,0.441942,0.279601,1
0.818394,0.912802,0.974411,0.932148,0.144483,0.305241,0.933554,0.43476,0.085156,0.888665,1
0.624397,0.841472,0.808911,0.734182,0.890228,0.472398,0.039733,0.031821,0.634798,0.022414,1
0.519875,0.034885,0.993919,0.725149,0.527347,0.328604,0.97582,0.77024,0.490782,0.888632,0
0.710246,0.77106,0.843605,0.961134,0.93554,0.541538,0.138828,0.542608,0.049366,0.009551,1
0.932367,0.87135,0.197412,0.214448,0.930164,0.38667,0.530281,0.668282,0.132106,0.677525,1
0.98906,0.627059,0.335385,0.483793,0.315641,0.120464,0.409685,0.528368,0.606854,0.153736,1
0.853558,0.325959,0.853947,0.877732,0.70887,0.728586,0.5553,0.329934,0.940996,0.283627,1
0.853812,0.573446,0.946646,0.477012,0.881396,0.637883,0.650646,0.640428,0.406376,0.84939,1
0.129512,0.897884,0.851642,0.20502,0.807447,0.073557,0.428962,0.530076,0.689498,0.54612,1
0.236647,0.7115,0.981595,0.313204,0.792387,0.590317,0.840735,0.622518,0.054192,0.875277,1
0.682876,0.785749,0.893741,0.008496,0.083921,0.058984,0.667591,0.170066,0.342271,0.555723,1
0.78388,0.169709,0.229369,0.948832,0.097051,0.593607,0.712858,0.411582,0.038401,0.269003,0
0.520554,0.584622,0.468622,0.089166,0.267477,0.675863,0.34748,0.140435,0.184082,0.918996,1
0.188609,0.360346,0.995303,0.498721,0.973479,0.911456,0.248841,0.136192,0.620706,0.171575,0
0.7443,0.761598,0.00414,0.844862,0.774527,0.139132,0.638869,0.137171,0.96383,0.28322,1
0.390966,0.09815,0.310235,0.087139,0.368886,0.80379,0.270641,0.752317,0.528182,0.366462,0
0.669922,0.15502,0.64794,0.248352,0.718216,0.861387,0.826082,0.983631,0.485885,0.995234,1
0.763655,0.416409,0.590075,0.843031,0.395582,0.824362,0.493289,0.088168,0.941816,0.979252,1
0.621424,0.611604,0.554429,0.349443,0.411903,0.88795,0.776112,0.706386,0.226152,0.81122,1
0.628661,0.285675,0.764256,0.637828,0.412751,0.147305,0.549011,0.005015,0.964948,0.031672,0
0.109238,0.936791,0.499304,0.124505,0.710948,0.376074,0.259108,0.320589,0.143862,0.902979,1
0.888863,0.626114,0.038491,0.197435,0.734172,0.2901,0.635817,0.689063,0.595105,0.466076,1
0.899356,0.850151,0.59923,0.288185,0.377929,0.122015,0.67226,0.013145,0.402394,0.371475,1
0.837616,0.034367,0.439911,0.18861,0.101451,0.640222,0.758223,0.895843,0.076614,0.456223,0
0.328643,0.728274,0.067959,0.731939,0.825021,0.432283,0.258557,0.92486,0.897518,0.786735,1
0.714387,0.377476,0.814115,0.760711,0.378215,0.887065,0.513462,0.256265,0.304524,0.425367,0
0.428047,0.337483,0.981199,0.366992,0.080264,0.703547,0.526747,0.067447,0.838406,0.942822,0
0.839251,0.923024,0.466081,0.979147,0.312395,0.379801,0.593711,0.020182,0.044975,0.402403,1
0.221192,0.571447,0.210065,0.763187,0.52734,0.764066,0.314942,0.558625,0.615204,0.9438,0
0.406791,0.350109,0.915101,0.812776,0.838493,0.709041,0.933492,0.330378,0.287832,0.218557,0
0.223231,0.898771,0.949921,0.747466,0.992419,0.511591,0.22863,0.027035,0.667053,0.671848,1
0.693037,0.223952,0.298267,0.982832,0.057897,0.882637,0.980415,0.184999,0.44068,0.802747,1
0.556719,0.52119,0.677468,0.722249,0.796941,0.118757,0.443064,0.233969,0.675829,0.141234,1
0.398773,0.761121,0.30188,0.29901,0.758848,0.383603,0.658991,0.715203,0.392198,0.528812,1
