@relation 'Hplane NR 0.1'

@attribute value0 numeric
@attribute value1 numeric
@attribute value2 numeric
@attribute value3 numeric
@attribute value4 numeric
@attribute value5 numeric
@attribute value6 numeric
@attribute value7 numeric
@attribute value8 numeric
@attribute value9 numeric
@attribute label {0,1}

@data
0.741598,0.752348,0.916066,0.822184,0.377468,0.637075,0.769315,0.004353,0.019666,0.137717,1
0.513765,0.436646,0.010639,0.319246,0.765964,0.92113,0.495683,0.451768,0.242943,0.906844,0
0.357096,0.044122,0.435423,0.899527,0.112496,0.007785,0.158303,0.497066,0.274665,0.940513,0
0.116408,0.834974,0.340055,0.265671,0.116546,0.592536,0.824998,0.193869,0.040553,0.813795,0
0.918392,0.986817,0.37777,0.024208,0.562652,0.72987,0.156973,0.700626,0.658218,0.988818,1
0.476005,0.976299,0.100392,0.19079,0.645462,0.360671,0.853693,0.300308,0.847109,0.019227,0
0.839191,0.704385,0.243193,0.922806,0.452357,0.592148,0.726343,0.760489,0.80478,0.45213,1
0.675658,0.52409,0.020641,0.179974,0.126728,0.33928,0.884059,0.025446,0.702693,0.164745,0
0.504138,0.645244,0.117676,0.472162,0.30624,0.837141,0.345096,0.799318,0.483546,0.41424,1
0.478673,0.935645,0.637114,0.493883,0.832586,0.205075,0.26598,0.341468,0.295996,0.345392,1
0.512645,0.944851,0.253643,0.231852,0.18344,0.473458,0.354839,0.788861,0.141364,0.466371,0
0.319545,0.986905,0.690833,0.425132,0.745237,0.223485,0.481209,0.185829,0.218498,0.254081,0
0.218115,0.271124,0.004131,0.384729,0.135669,0.4152,0.540862,0.52929,0.477675,0.047908,0
0.22708,0.330585,0.470979,0.31592,0.657679,0.590795,0.975791,0.188408,0.687147,0.22712,0
0.734836,0.329284,0.653199,0.236765,0.940148,0.449169,0.163252,0.578744,0.601553,0.702633,0
0.733242,0.453991,0.607282,0.826745,0.251405,0.180421,0.220879,0.252056,0.108319,0.481354,0
0.306585,0.828282,0.704617,0.850237,0.821422,0.059747,0.929197,0.105215,0.523623,0.898656,1
0.391166,0.574117,0.320358,0.333882,0.790748,0.370728,0.345317,0.554957,0.612008,0.472007,0
0.359795,0.759682,0.166366,0.892986,0.117527,0.134085,0.327929,0.426065,0.100141,0.669251,1
0.599407,0.911686,0.965694,0.628558,0.933862,0.867168,0.254941,0.012849,0.19648,0.642582,1
0.794132,0.479708,0.735927,0.152952,0.313246,0.313176,0.909936,0.172462,0.703064,0.194055,0
0.460557,0.579154,0.720423,0.500927,0.470183,0.062939,0.700854,0.33976,0.434931,0.38997,0
0.248302,0.811723,0.850219,0.356839,0.39214,0.348625,0.437072,0.567879,0.748701,0.880556,1
0.697838,0.942275,0.725671,0.998665,0.118219,0.278235,0.700043,0.517564,0.149826,0.577096,1
0.262959,0.947055,0.340503,0.910706,0.736127,0.268494,0.669195,0.02537,0.521961,0.852186,1
0.313978,0.556479,0.235642,0.449154,0.559864,0.438809,0.961164,0.363594,0.502494,0.085044,0
0.259836,0.064028,0.989984,0.384208,0.744436,0.796933,0.89355,0.669155,0.505978,0.553875,0
0.123599,0.548433,0.465872,0.077907,0.652348,0.083482,0.970673,0.302351,0.730427,0.2382,0
0.176432,0.385127,0.647214,0.84093,0.42676,0.216494,0.84743,0.086564,0.15564,0.870511,0
0.614503,0.166843,0.679202,0.327523,0.020371,0.165973,0.519556,0.268788,0.058624,0.184713,0
0.456439,0.511702,0.700996,0.078257,0.311689,0.600044,0.109813,0.114008,0.307465,0.675767,0
0.186368,0.121069,0.842956,0.306716,0.391132,0.279201,0.147343,0.410066,0.391596,0.441407,0
0.059312,0.935813,0.889619,0.813199,0.356899,0.918521,0.780951,0.739794,0.681258,0.709989,1
0.207125,0.805891,0.025599,0.409509,0.92508,0.51438,0.048938,0.594527,0.123214,0.243517,0
0.260113,0.988622,0.420857,0.362725,0.976781,0.676167,0.884233,0.129395,0.777955,0.537967,1
0.873521,0.010718,0.511238,0.28574,0.685572,0.641545,0.560703,0.587314,0.378388,0.246694,0
0.896629,0.052274,0.21721,0.788921,0.156967,0.664084,0.17245,0.07879,0.829036,0.265106,0
0.897937,0.366245,0.192895,0.33049,0.450066,0.772327,0.603809,0.149921,0.629963,0.444854,1
0.6118,0.161045,0.0824,0.63885,0.920255,0.564239,0.191415,0.990571,0.441438,0.042409,0
0.330965,0.105503,0.99965,0.058186,0.726611,0.751831,0.914604,0.006231,0.226548,0.943617,0
0.057612,0.674979,0.002504,0.301653,0.744576,0.989967,0.027857,0.509833,0.738079,0.677301,0
0.605466,0.736076,0.25709,0.356624,0.994843,0.263023,0.858793,0.780698,0.796065,0.16064,1
0.946336,0.926502,0.948764,0.321222,0.627543,0.178513,0.747362,0.557687,0.515536,0.652989,1
0.526522,0.111286,0.879173,0.234009,0.866037,0.13991,0.99116,0.712699,0.687801,0.450787,0
0.641462,0.74884,0.03576,0.037798,0.810328,0.179323,0.079404,0.700598,0.861637,0.485296,1
0.211666,0.382924,0.088168,0.423316,0.972453,0.682552,0.10171,0.899855,0.142023,0.550399,0
0.423403,0.395,0.406569,0.544939,0.980823,0.380782,0.695092,0.657072,0.374662,0.830244,0
0.170366,0.626909,0.350188,0.390854,0.451036,0.025788,0.197621,0.735874,0.016398,0.181555,0
0.988491,0.982254,0.735476,0.564714,0.009138,0.543529,0.605404,0.861071,0.703018,0.060604,1
0.117136,0.632585,0.058152,0.512528,0.863031,0.550352,0.788772,0.583968,0.220983,0.99911,0
0.223255,0.342223,0.226216,0.106725,0.990383,0.74211,0.903067,0.943721,0.533509,0.984382,0
0.557125,0.661201,0.06963,0.313932,0.903176,0.689188,0.519255,0.942299,0.025945,0.929928,1
0.922772,0.235509,0.472059,0.283463,0.15017,0.118947,0.822505,0.267192,0.759359,0.083708,0
0.683258,0.104433,0.855018,0.136274,0.921895,0.448679,0.966022,0.153496,0.927244,0.538065,0
0.446017,0.513863,0.168547,0.319175,0.5834,0.625991,0.967633,0.817441,0.221007,0.391692,0
0.417998,0.547174,0.979048,0.803552,0.556346,0.166464,0.347106,0.614475,0.832543,0.506032,1
0.170337,0.293498,0.398911,0.702796,0.332808,0.122074,0.742069,0.771834,0.547663,0.844276,0
0.381364,0.297413,0.578891,0.552452,0.835841,0.175086,0.606782,0.407497,0.003507,0.868534,0
0.847157,0.193042,0.337672,0.702082,0.302175,0.80763,0.586049,0.277427,0.949604,0.468464,0
0.203858,0.668239,0.114724,0.458418,0.372886,0.566114,0.838951,0.758552,0.127887,0.906686,1
0.018301,0.815966,0.263625,0.320225,0.309493,0.121183,0.284188,0.502706,0.136879,0.249805,0
